title,Név,Krém,Íz,Test,Ár,Össz:,url
Red Baggies Raja Toba - villantott a piros naci,Weinmaker,4.0,9.0,4.5,9.0,26.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1654:red-baggies-raja-toba-villantott-a-piros-naci&catid=43&Itemid=110
Lollo Granbar Saten kávékóstoló,Rocketeer,4.0,6.0,4.0,5.5,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1651:lollo-garnbar-saten-kavekostolo&catid=43&Itemid=110
Lollo Granbar Saten kávékóstoló,Kaligula,5.0,6.0,4.0,6.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1651:lollo-garnbar-saten-kavekostolo&catid=43&Itemid=110
Lollo Granbar Saten kávékóstoló,SzuMe,4.0,3.0,4.0,4.0,15.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1651:lollo-garnbar-saten-kavekostolo&catid=43&Itemid=110
Lollo Granbar Saten kávékóstoló,Lorien,5.0,6.0,4.5,6.0,21.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1651:lollo-garnbar-saten-kavekostolo&catid=43&Itemid=110
Lollo Granbar Saten kávékóstoló,Weinmaker,4.5,6.0,4.0,5.0,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1651:lollo-garnbar-saten-kavekostolo&catid=43&Itemid=110
Miscela D'oro Espresso Gran Gourmet kávékóstoló,Rocketeer,3.0,8.0,3.5,5.0,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1643:miscela-d-oro-espresso-gran-gourmet-kavekostolo&catid=43&Itemid=110
Miscela D'oro Espresso Gran Gourmet kávékóstoló,Monyesz,,,,,,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1643:miscela-d-oro-espresso-gran-gourmet-kavekostolo&catid=43&Itemid=110
Miscela D'oro Espresso Gran Gourmet kávékóstoló,Edina,4.0,6.0,3.0,4.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1643:miscela-d-oro-espresso-gran-gourmet-kavekostolo&catid=43&Itemid=110
Miscela D'oro Espresso Gran Gourmet kávékóstoló,Lorien,4.0,6.0,4.5,4.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1643:miscela-d-oro-espresso-gran-gourmet-kavekostolo&catid=43&Itemid=110
Miscela D'oro Espresso Gran Gourmet kávékóstoló,Weinmaker,4.0,7.0,3.5,4.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1643:miscela-d-oro-espresso-gran-gourmet-kavekostolo&catid=43&Itemid=110
Kapucziner Nicaragua El Mozonte - baracklekvár vagy multivitamin?,Rocketeer,3.5,7.0,3.5,8.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1640:kapucziner-nicaragua-el-mozonte-baracklekvar-vagy-multivitamin&catid=43&Itemid=110
Kapucziner Nicaragua El Mozonte - baracklekvár vagy multivitamin?,Monyesz,4.0,8.0,5.0,9.0,26.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1640:kapucziner-nicaragua-el-mozonte-baracklekvar-vagy-multivitamin&catid=43&Itemid=110
Kapucziner Nicaragua El Mozonte - baracklekvár vagy multivitamin?,Edina,4.0,9.0,4.0,9.0,26.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1640:kapucziner-nicaragua-el-mozonte-baracklekvar-vagy-multivitamin&catid=43&Itemid=110
Kapucziner Nicaragua El Mozonte - baracklekvár vagy multivitamin?,Lorien,4.0,8.0,4.0,9.0,25.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1640:kapucziner-nicaragua-el-mozonte-baracklekvar-vagy-multivitamin&catid=43&Itemid=110
Kapucziner Nicaragua El Mozonte - baracklekvár vagy multivitamin?,Weinmaker,4.0,9.0,4.0,9.0,26.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1640:kapucziner-nicaragua-el-mozonte-baracklekvar-vagy-multivitamin&catid=43&Itemid=110
illy Grani Deca - egy izgalmas koffeinmentes kávé,Blaze,2.5,8.0,3.0,7.0,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1631:illy-grani-deca-egy-izgalmas-koffeinmentes-kave&catid=43&Itemid=110
illy Grani Deca - egy izgalmas koffeinmentes kávé,Monyesz,3.0,6.0,4.0,6.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1631:illy-grani-deca-egy-izgalmas-koffeinmentes-kave&catid=43&Itemid=110
illy Grani Deca - egy izgalmas koffeinmentes kávé,Edina,3.0,8.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1631:illy-grani-deca-egy-izgalmas-koffeinmentes-kave&catid=43&Itemid=110
illy Grani Deca - egy izgalmas koffeinmentes kávé,Lorien,3.0,7.5,4.0,6.0,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1631:illy-grani-deca-egy-izgalmas-koffeinmentes-kave&catid=43&Itemid=110
illy Grani Deca - egy izgalmas koffeinmentes kávé,Weinmaker,3.0,8.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1631:illy-grani-deca-egy-izgalmas-koffeinmentes-kave&catid=43&Itemid=110
Pascucci Decaffeinato - koffeinmentes csokibomba,Blaze,5.0,6.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1624:pascucci-decaffeinato-koffeinmentes-csokibomba&catid=43&Itemid=110
Pascucci Decaffeinato - koffeinmentes csokibomba,Monyesz,5.0,6.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1624:pascucci-decaffeinato-koffeinmentes-csokibomba&catid=43&Itemid=110
Pascucci Decaffeinato - koffeinmentes csokibomba,Edina,4.0,6.0,4.0,7.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1624:pascucci-decaffeinato-koffeinmentes-csokibomba&catid=43&Itemid=110
Pascucci Decaffeinato - koffeinmentes csokibomba,Lorien,4.0,7.5,4.0,7.0,22.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1624:pascucci-decaffeinato-koffeinmentes-csokibomba&catid=43&Itemid=110
Pascucci Decaffeinato - koffeinmentes csokibomba,Weinmaker,4.5,6.0,4.0,7.0,21.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1624:pascucci-decaffeinato-koffeinmentes-csokibomba&catid=43&Itemid=110
Pellini Decaffeinato kávékóstoló,Blaze,2.0,5.0,3.0,6.0,16.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1614:pellini-decaffeinato-kavekostolo&catid=43&Itemid=110
Pellini Decaffeinato kávékóstoló,Monyesz,3.0,6.0,3.0,5.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1614:pellini-decaffeinato-kavekostolo&catid=43&Itemid=110
Pellini Decaffeinato kávékóstoló,Parci,1.0,5.0,3.0,5.0,14.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1614:pellini-decaffeinato-kavekostolo&catid=43&Itemid=110
Pellini Decaffeinato kávékóstoló,Lorien,3.0,5.5,4.0,6.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1614:pellini-decaffeinato-kavekostolo&catid=43&Itemid=110
Pellini Decaffeinato kávékóstoló,Weinmaker,2.0,5.0,3.0,6.0,16.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1614:pellini-decaffeinato-kavekostolo&catid=43&Itemid=110
Cornellá Decaf - a reményteljes katalán,Blaze,2.0,5.0,3.0,6.0,16.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1610:cornella-decaf-a-remenyteljes-katalan&catid=43&Itemid=110
Cornellá Decaf - a reményteljes katalán,Monyesz,2.0,5.0,2.0,5.0,14.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1610:cornella-decaf-a-remenyteljes-katalan&catid=43&Itemid=110
Cornellá Decaf - a reményteljes katalán,Parci,1.0,7.0,4.0,6.0,18.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1610:cornella-decaf-a-remenyteljes-katalan&catid=43&Itemid=110
Cornellá Decaf - a reményteljes katalán,Lorien,3.5,6.0,4.0,6.5,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1610:cornella-decaf-a-remenyteljes-katalan&catid=43&Itemid=110
Cornellá Decaf - a reményteljes katalán,Weinmaker,2.5,5.0,3.0,6.0,16.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1610:cornella-decaf-a-remenyteljes-katalan&catid=43&Itemid=110
Molinari Cinque Stelle Decaffeinato - mint az igazi,Blaze,4.0,7.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1603:molinari-cinque-stelle-decaffeinato-mint-az-igazi&catid=43&Itemid=110
Molinari Cinque Stelle Decaffeinato - mint az igazi,Monyesz,4.0,7.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1603:molinari-cinque-stelle-decaffeinato-mint-az-igazi&catid=43&Itemid=110
Molinari Cinque Stelle Decaffeinato - mint az igazi,Parci,5.0,7.0,4.0,6.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1603:molinari-cinque-stelle-decaffeinato-mint-az-igazi&catid=43&Itemid=110
Molinari Cinque Stelle Decaffeinato - mint az igazi,Lorien,4.0,5.5,4.0,6.0,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1603:molinari-cinque-stelle-decaffeinato-mint-az-igazi&catid=43&Itemid=110
Molinari Cinque Stelle Decaffeinato - mint az igazi,Weinmaker,4.0,7.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1603:molinari-cinque-stelle-decaffeinato-mint-az-igazi&catid=43&Itemid=110
Miscela D'oro Grand Aroma kávékóstoló,Paljoc,4.0,4.5,4.0,3.0,15.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1598:miscela-d-oro-grand-aroma-kavekostolo&catid=43&Itemid=110
Miscela D'oro Grand Aroma kávékóstoló,Monyesz,4.0,5.0,4.0,3.0,16.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1598:miscela-d-oro-grand-aroma-kavekostolo&catid=43&Itemid=110
Miscela D'oro Grand Aroma kávékóstoló,Parci,4.0,4.0,4.0,2.0,14.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1598:miscela-d-oro-grand-aroma-kavekostolo&catid=43&Itemid=110
Miscela D'oro Grand Aroma kávékóstoló,Lorien,4.5,3.5,4.5,3.0,15.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1598:miscela-d-oro-grand-aroma-kavekostolo&catid=43&Itemid=110
Miscela D'oro Grand Aroma kávékóstoló,Weinmaker,4.0,4.5,4.0,3.0,15.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1598:miscela-d-oro-grand-aroma-kavekostolo&catid=43&Itemid=110
Pacificaffe Costa Rica Tarazzú La Pastora - vétek kihagyni,Paljoc,,,,,,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1592:pacificaffe-costa-rica-tarazzu-la-pastora-vetek-kihagyni&catid=43&Itemid=110
Pacificaffe Costa Rica Tarazzú La Pastora - vétek kihagyni,Monyesz,3.0,8.0,4.0,10.0,25.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1592:pacificaffe-costa-rica-tarazzu-la-pastora-vetek-kihagyni&catid=43&Itemid=110
Pacificaffe Costa Rica Tarazzú La Pastora - vétek kihagyni,Parci,3.0,8.0,4.0,9.0,24.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1592:pacificaffe-costa-rica-tarazzu-la-pastora-vetek-kihagyni&catid=43&Itemid=110
Pacificaffe Costa Rica Tarazzú La Pastora - vétek kihagyni,Lorien,4.0,7.5,4.0,10.0,25.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1592:pacificaffe-costa-rica-tarazzu-la-pastora-vetek-kihagyni&catid=43&Itemid=110
Pacificaffe Costa Rica Tarazzú La Pastora - vétek kihagyni,Weinmaker,4.0,8.0,4.0,10.0,26.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1592:pacificaffe-costa-rica-tarazzu-la-pastora-vetek-kihagyni&catid=43&Itemid=110
Miscela D'oro Espresso Natura - a bio szférában is van élet,Paljoc,3.5,7.5,4.5,6.5,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1589:miscela-d-oro-espresso-natura-a-bio-szferaban-is-van-elet&catid=43&Itemid=110
Miscela D'oro Espresso Natura - a bio szférában is van élet,Monyesz,3.0,6.0,4.0,6.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1589:miscela-d-oro-espresso-natura-a-bio-szferaban-is-van-elet&catid=43&Itemid=110
Miscela D'oro Espresso Natura - a bio szférában is van élet,Parci,4.0,7.0,4.0,6.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1589:miscela-d-oro-espresso-natura-a-bio-szferaban-is-van-elet&catid=43&Itemid=110
Miscela D'oro Espresso Natura - a bio szférában is van élet,Lorien,5.0,7.5,4.5,7.0,24.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1589:miscela-d-oro-espresso-natura-a-bio-szferaban-is-van-elet&catid=43&Itemid=110
Miscela D'oro Espresso Natura - a bio szférában is van élet,Weinmaker,4.0,7.5,4.0,7.0,22.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1589:miscela-d-oro-espresso-natura-a-bio-szferaban-is-van-elet&catid=43&Itemid=110
Lucky Cap Gicherori Kenya - érik a paradicsom,Paljoc,,,,,,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1576:lucky-cap-gicherori-kenya-erik-a-paradicsom&catid=43&Itemid=110
Lucky Cap Gicherori Kenya - érik a paradicsom,Monyesz,2.0,9.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1576:lucky-cap-gicherori-kenya-erik-a-paradicsom&catid=43&Itemid=110
Lucky Cap Gicherori Kenya - érik a paradicsom,Parci,1.0,7.0,4.0,6.5,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1576:lucky-cap-gicherori-kenya-erik-a-paradicsom&catid=43&Itemid=110
Lucky Cap Gicherori Kenya - érik a paradicsom,Lorien,3.5,8.0,3.5,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1576:lucky-cap-gicherori-kenya-erik-a-paradicsom&catid=43&Itemid=110
Lucky Cap Gicherori Kenya - érik a paradicsom,Weinmaker,2.0,7.5,4.0,6.5,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1576:lucky-cap-gicherori-kenya-erik-a-paradicsom&catid=43&Itemid=110
Red Baggies Ethiopian Yirgacheffe GR1 natural - nagyot szólt a piros rövidnadrág,Paljoc,,,,,,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1573:red-baggies-ethiopian-yirgacheffe-gr1-natural-nagyot-szolt-a-piros-rovidnadrag&catid=43&Itemid=110
Red Baggies Ethiopian Yirgacheffe GR1 natural - nagyot szólt a piros rövidnadrág,Monyesz,3.5,9.0,4.0,8.0,24.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1573:red-baggies-ethiopian-yirgacheffe-gr1-natural-nagyot-szolt-a-piros-rovidnadrag&catid=43&Itemid=110
Red Baggies Ethiopian Yirgacheffe GR1 natural - nagyot szólt a piros rövidnadrág,Parci,3.0,7.0,3.0,8.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1573:red-baggies-ethiopian-yirgacheffe-gr1-natural-nagyot-szolt-a-piros-rovidnadrag&catid=43&Itemid=110
Red Baggies Ethiopian Yirgacheffe GR1 natural - nagyot szólt a piros rövidnadrág,Lorien,3.0,8.5,4.0,8.5,24.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1573:red-baggies-ethiopian-yirgacheffe-gr1-natural-nagyot-szolt-a-piros-rovidnadrag&catid=43&Itemid=110
Red Baggies Ethiopian Yirgacheffe GR1 natural - nagyot szólt a piros rövidnadrág,Weinmaker,3.5,9.0,4.0,9.0,25.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1573:red-baggies-ethiopian-yirgacheffe-gr1-natural-nagyot-szolt-a-piros-rovidnadrag&catid=43&Itemid=110
Black Sheep Ethiopia Chelba - egy Yirgacheffe a fekete báránytól,Paljoc,,,,,,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1571:black-sheep-ethiopia-chelba-egy-yirgacheffe-a-fekete-baranytol&catid=43&Itemid=110
Black Sheep Ethiopia Chelba - egy Yirgacheffe a fekete báránytól,Monyesz,3.0,8.0,4.0,8.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1571:black-sheep-ethiopia-chelba-egy-yirgacheffe-a-fekete-baranytol&catid=43&Itemid=110
Black Sheep Ethiopia Chelba - egy Yirgacheffe a fekete báránytól,Parci,3.0,8.0,4.0,7.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1571:black-sheep-ethiopia-chelba-egy-yirgacheffe-a-fekete-baranytol&catid=43&Itemid=110
Black Sheep Ethiopia Chelba - egy Yirgacheffe a fekete báránytól,Lorien,2.5,8.0,3.5,8.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1571:black-sheep-ethiopia-chelba-egy-yirgacheffe-a-fekete-baranytol&catid=43&Itemid=110
Black Sheep Ethiopia Chelba - egy Yirgacheffe a fekete báránytól,Weinmaker,3.0,8.0,4.0,9.0,24.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1571:black-sheep-ethiopia-chelba-egy-yirgacheffe-a-fekete-baranytol&catid=43&Itemid=110
Mokasirs Oro - csak a csoki,Paljoc,4.5,7.0,4.5,5.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1564:mokasirs-oro-csak-a-csoki&catid=43&Itemid=110
Mokasirs Oro - csak a csoki,Monyesz,3.0,6.0,3.0,5.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1564:mokasirs-oro-csak-a-csoki&catid=43&Itemid=110
Mokasirs Oro - csak a csoki,Parci,4.0,6.5,4.0,4.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1564:mokasirs-oro-csak-a-csoki&catid=43&Itemid=110
Mokasirs Oro - csak a csoki,Lorien,4.5,6.0,4.0,5.5,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1564:mokasirs-oro-csak-a-csoki&catid=43&Itemid=110
Mokasirs Oro - csak a csoki,Weinmaker,4.5,6.5,4.0,5.0,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1564:mokasirs-oro-csak-a-csoki&catid=43&Itemid=110
Goriziana Aroma Classico kávékóstoló,Paljoc,4.5,5.0,4.0,5.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1561:goriziana-aroma-classico-kavekostolo&catid=43&Itemid=110
Goriziana Aroma Classico kávékóstoló,Monyesz,5.0,6.0,4.0,6.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1561:goriziana-aroma-classico-kavekostolo&catid=43&Itemid=110
Goriziana Aroma Classico kávékóstoló,Parci,4.5,4.0,4.5,5.0,18.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1561:goriziana-aroma-classico-kavekostolo&catid=43&Itemid=110
Goriziana Aroma Classico kávékóstoló,Lorien,5.0,5.5,4.5,5.5,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1561:goriziana-aroma-classico-kavekostolo&catid=43&Itemid=110
Goriziana Aroma Classico kávékóstoló,Weinmaker,5.0,5.5,4.0,5.0,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1561:goriziana-aroma-classico-kavekostolo&catid=43&Itemid=110
Mokasirs Mundo - bio csoki rummal,Paljoc,3.5,7.5,4.0,8.5,23.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1558:mokasirs-mundo-bio-csoki-rummal&catid=43&Itemid=110
Mokasirs Mundo - bio csoki rummal,Monyesz,3.0,7.0,4.0,8.0,22.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1558:mokasirs-mundo-bio-csoki-rummal&catid=43&Itemid=110
Mokasirs Mundo - bio csoki rummal,Parci,3.5,6.0,4.0,7.0,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1558:mokasirs-mundo-bio-csoki-rummal&catid=43&Itemid=110
Mokasirs Mundo - bio csoki rummal,Lorien,4.5,7.0,4.5,8.0,24.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1558:mokasirs-mundo-bio-csoki-rummal&catid=43&Itemid=110
Mokasirs Mundo - bio csoki rummal,Weinmaker,4.0,7.5,4.0,9.0,24.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1558:mokasirs-mundo-bio-csoki-rummal&catid=43&Itemid=110
Covim Giada kávékóstoló,Lagoon79,4.5,6.0,4.0,5.0,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1555:covim-giada-kavekostolo&catid=43&Itemid=110
Covim Giada kávékóstoló,Monyesz,4.0,6.0,4.0,5.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1555:covim-giada-kavekostolo&catid=43&Itemid=110
Covim Giada kávékóstoló,Parci,3.5,5.0,3.5,5.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1555:covim-giada-kavekostolo&catid=43&Itemid=110
Covim Giada kávékóstoló,Lorien,4.0,6.0,4.5,5.5,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1555:covim-giada-kavekostolo&catid=43&Itemid=110
Covim Giada kávékóstoló,Weinmaker,4.0,6.0,4.0,5.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1555:covim-giada-kavekostolo&catid=43&Itemid=110
Saicaf Anniversary kávékóstoló,Lagoon79,4.0,7.0,3.0,5.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1548:saicaf-anniversary-kavekostolo&catid=43&Itemid=110
Saicaf Anniversary kávékóstoló,Monyesz,4.0,7.0,3.0,5.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1548:saicaf-anniversary-kavekostolo&catid=43&Itemid=110
Saicaf Anniversary kávékóstoló,Parci,3.5,6.0,3.5,4.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1548:saicaf-anniversary-kavekostolo&catid=43&Itemid=110
Saicaf Anniversary kávékóstoló,Lorien,4.5,6.0,3.5,5.0,19.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1548:saicaf-anniversary-kavekostolo&catid=43&Itemid=110
Saicaf Anniversary kávékóstoló,Weinmaker,4.0,6.0,3.5,5.0,18.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1548:saicaf-anniversary-kavekostolo&catid=43&Itemid=110
Covim Prestige kávékóstoló,Lagoon79,3.5,4.0,3.0,6.0,16.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1540:covim-prestige-kavekostolo&catid=43&Itemid=110
Covim Prestige kávékóstoló,Monyesz,5.0,6.0,5.0,7.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1540:covim-prestige-kavekostolo&catid=43&Itemid=110
Covim Prestige kávékóstoló,Parci,4.0,5.5,4.5,5.5,19.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1540:covim-prestige-kavekostolo&catid=43&Itemid=110
Covim Prestige kávékóstoló,Lorien,4.5,5.5,4.5,6.0,20.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1540:covim-prestige-kavekostolo&catid=43&Itemid=110
Covim Prestige kávékóstoló,Weinmaker,4.0,5.5,4.5,6.0,20.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1540:covim-prestige-kavekostolo&catid=43&Itemid=110
Goriziana Caffé Extra Gold kávékóstoló,Lagoon79,4.5,5.0,3.0,4.0,16.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1533:goriziana-caffe-extra-gold-kavekostolo&catid=43&Itemid=110
Goriziana Caffé Extra Gold kávékóstoló,Monyesz,4.0,4.0,3.0,4.0,15.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1533:goriziana-caffe-extra-gold-kavekostolo&catid=43&Itemid=110
Goriziana Caffé Extra Gold kávékóstoló,Parci,4.5,4.0,4.5,4.0,17.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1533:goriziana-caffe-extra-gold-kavekostolo&catid=43&Itemid=110
Goriziana Caffé Extra Gold kávékóstoló,Lorien,5.0,4.5,4.0,4.0,17.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1533:goriziana-caffe-extra-gold-kavekostolo&catid=43&Itemid=110
Goriziana Caffé Extra Gold kávékóstoló,Weinmaker,5.0,5.0,4.0,4.0,18.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1533:goriziana-caffe-extra-gold-kavekostolo&catid=43&Itemid=110
Kapucziner Kolumbia El Mirador - klasszikusra hangolva,Lagoon79,4.0,7.5,3.5,6.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1532:kapucziner-kolumbia-el-mirador-klasszikusra-hangolva&catid=43&Itemid=110
Kapucziner Kolumbia El Mirador - klasszikusra hangolva,Monyesz,4.0,8.0,4.0,7.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1532:kapucziner-kolumbia-el-mirador-klasszikusra-hangolva&catid=43&Itemid=110
Kapucziner Kolumbia El Mirador - klasszikusra hangolva,Parci,3.0,7.0,4.0,7.0,21.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1532:kapucziner-kolumbia-el-mirador-klasszikusra-hangolva&catid=43&Itemid=110
Kapucziner Kolumbia El Mirador - klasszikusra hangolva,Lorien,3.5,7.0,4.0,7.0,21.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1532:kapucziner-kolumbia-el-mirador-klasszikusra-hangolva&catid=43&Itemid=110
Kapucziner Kolumbia El Mirador - klasszikusra hangolva,Weinmaker,4.0,8.0,4.0,7.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1532:kapucziner-kolumbia-el-mirador-klasszikusra-hangolva&catid=43&Itemid=110
"Goriziana Caffé Aroma Piú - hamisítatlan olasz ízvilág, kedvező áron",Lagoon79,4.0,7.0,4.0,7.5,22.5,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1530:goriziana-caffe-aroma-piu-hamisitatlan-olasz-izvilag-kedvezo-aron&catid=43&Itemid=110
"Goriziana Caffé Aroma Piú - hamisítatlan olasz ízvilág, kedvező áron",Monyesz,4.0,7.0,4.0,8.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1530:goriziana-caffe-aroma-piu-hamisitatlan-olasz-izvilag-kedvezo-aron&catid=43&Itemid=110
"Goriziana Caffé Aroma Piú - hamisítatlan olasz ízvilág, kedvező áron",Parci,4.5,6.0,4.5,8.0,23.0,https://www.kavekorzo.hu/index.php?option=com_content&view=article&id=1530:goriziana-caffe-aroma-piu-hamisitatlan-olasz-izvilag-kedvezo-aron&catid=43&Itemid=110
